,id,tweet,sarcastic,rephrase,dialect
681,682,مبقاش فيه اخبار غير فيفي عبده الام المثالية خريجة الازهر,1,ليه الأخبار بس عن فيفى عبده الرقاصة ,nile
1893,1894, ﺷﺎﻳﻒ ﺍﻟﺒﺤﺮ ﺷﻮ ﻛﺒﻴﺮ؟ ... ﻛﺒﺮ ﺍﻟﺒﺤﺮ ﺑﺤﺒﻚﺷﺎﻳﻒ ﺍﻟﺴﻤﺎ ﺷﻮ ﺑﻌﻴﺪﺓ؟ ... ﺑﻌﺪ ﺍﻟﺴﻤﺎ ﺑﺤﺒﻚ فيروز 🎁💝🎂 من قلبي سلام لفيروز ,0,,levant
388,389,الحلو حلو لو قايم من النوم والوحش وحش لو غسل وشه كل يوم,1,الجميل جميل بكل حالاته والقبيح قبيح بكل حالاته,nile
931,932, بعد عامين شر.. جانا صوت من وسط الشجر.. قال خلاص عهد الظلم مر .. الباطل راح والحق انتصر .. ورد الحاج كرر يا علاء. بنغازي ,0,,msa
309,310,الاكل فى الشبعان خساره,1,لاتعطى من لا يحتاج,msa
1288,1289, تصريحات  كيري ماهي إلا فخ للسعودية سيتم من خلاله وقف الدعم الامريكي عنها لعدم التزامها بالاتفاقيةومن هنا ستبدأ آخر انفاس المملكة،، ,0,,msa
2412,2413,محاربة الظلم بالظلمستنتهي بظلم الطرفين  اخوان  عسكر,0,,msa
1901,1902, الاصلاحيون فرحو ع سحل القذافي وشجعو الناتو والطائرات الاماراتيه والقطريه وهي تقصف قواته والان مايدرون عن الشعب الليبي اللي يعاني من داعش ,0,,msa
354,355,مروان أسطوره كروبه تستحق أعتزال كره القدم,1,مروان لاعب لا يجيد لعب الكرة اصلا,nile
656,657,رونالدو قالهم السلام عليكم العرب قالو رونالدو دخل للاسلام 😆😂,1,رونالدو قال كلمة بالعربية العرب ردوه مسلم,magreb
629,630,القرد بعين أمه غزال,1,"الشخص غير جميل أو قبيح"" بنظر المتحدث""",nile
256,257,قليل البخت يلاقى العظم فى اللحمة,1,قليل الحظ قليل الفرص,nile
63,64,انت ايه يابني كانو بيرضعوك تلج وانت صغير,1,أنت تتصرف ببرود شديد ,nile
2749,2750,بعد قراءة مادة 219 الصوفيين يعملوا إيه كده؟ ليه نقفلها ع  السنة والجماعة ؟ ولا دي تمهيد للحرب مع الشيعة؟ دستور مريب ليس للمصريين,0,,nile
1675,1676,قرار كويس وهايل و مستنيينه من زمانلكن  السادة المحترمون,0,,nile
184,185,رياض محرز  ينقذ سمكة من الغرق، الله على اخلاقك يا فخر العرب,1,سخرية من رياض محرز و الصاق امور خيالية كانقاذ سمكة من الغرق لحسن اخلاقه,msa
1837,1838, أمريكا قبل روسيا والنظام تريد القضاء على فصائل المعارضة لأنها لم تلزمهم بالانفصال عن جبهة النصرة وهي قادرة على ذلك لتبرير لروسيا موقفها. ,0,,msa
1093,1094,4:  هلا فبراير  اليسا على روتانا مصريه :) الواحد كان مخنوق و فرفش  :-* ;-),0,,nile
967,968,بعيدا عن الهزار بقى وكده من كل قلبي باقولها لك ربنا يسعدك زي ما بتسعد الناسقلبي وربي راضيين عليك يا أمردسلام عليكم,0,,nile
94,95,السبع جاب السبوعة,1,خارج عن ابوك,magreb
2948,2949,كل يوم يافيفي تثبتي انك تستحقي لقب الام المثاليه بجداره,0,,nile
416,417,اوركني واصدر نفسك وأعطي الغشيم الاجنحه,1,خذ افضل شئ فى الاكل,nile
442,443,وصلت مرحلة إذا أحد سألني تروح معاي لازم أعطي بطارية جوالي نظره لأن هي اللي تحدد,1,يمكن المشوار يطول وتفصل بطارية الجوال خلال المشوار,gulf
2644,2645,  بنغازي استشهاد الاسير عند الدواعش من سجناء بوهديمه  اسامه جمعه النايلي الذي قتل فى احدى الغارات الجوية ونحتسبه باذن الله تعالى من الشهداء ,0,,msa
1626,1627, حاجات بتفرح في مصر الناس الكبيره في السن اللي بتدعيلك لمجرد انك رديت سؤالهم بأدب او عديتهم الطريق,0,,nile
1449,1450,ماذا لو المدارس مختلطه بتتحول عقول الطلاب من متحجرة الى متفتحة وبتقل نسبة الغياب بنسبة ٩٠٪,0,,msa
339,340,نفسي اعرف بنت و اقولها كام المهر تقولي يا رجاال عيب مو بينا,1,نفسي أتزوج بدون ما أدفع مهر,gulf
1370,1371, احياناً جوجل مبيفدنيش عادي جداً ,0,,nile
2388,2389,بالصور كارثة عقارية جديدة بالاسكندرية عقار جديد يميل بدرجة 10 سم و يهدد العقارات المجاروة,0,,nile
491,492,لو مش عاجبك طبعى روح اطبع عند غيرى,1,لو مش عجبك اسلوب وطريقتى فى الكلام امشى وروح لغيرى,nile
112,113,السنه الدراسيه الجديده هتبتدي والامهات كلها مبسوطه وابناؤهم,1,السنه الدراسيه هتبتدي والطلاب والامهات مش مبسوطين خالص,nile
703,704,هو البرلمان اشتغل في تنظيم الاسره ماشاء الله,1,البرلمان التافه,nile
2327,2328, اللهم يارحمـــن أنزل  لطفك ورحمتك على أهل السنه في  سوريا و  اليمن  العراق  بورما ,0,,msa
1565,1566,  ماذا لو المدارس مختلطه كان تسمون الخميس الكئيب مش الونيس لو عليكم كمااان داومتوا 😂😂😂 ,0,,levant
128,129,كسم الضحك,1,حاجة تضحك جدا,nile
2309,2310,البرنامج - الحلقة 12 كامله:,0,,msa
2141,2142, خلق جميل غض البصر,0,,msa
1793,1794,اسألوا البرادعي عما فعله في العراق  باسم طلع حرامي …,0,,msa
2200,2201,الدولة تلتزم بتيسير سبل التراحم والتضامن والتكافل حسن لو خاصم ليلي الدولة لازم تصالحهم علي بعض,0,,msa
2391,2392,ربما اسىء فهم اشارة فى النص متعلقة بالحوار مع البرلمانات و انا لم اطلب التدخل مع هذه البرلمانات و لكن بالحوار بين المنظمات  ,0,,nile
6,7,الدنيا عاملة زى اوضة وصالة كل ما امشى فى حته الاقى ايمن فى وشى,1,الدنيا صغيرة ودايما نلاقى فيها حد نعرفه,nile
2174,2175, لان الجيش السوري يبيد  حلب، الاهالي في الاحياء الشرقية يطالبون بنقلهم الى مناطق تخضع لسيطرة الجيش العربي السوري بحبو يتعذبوا  حلب تحررت ,0,,levant
1936,1937, أوباما يعلن حالة الطوارئ في ساوث كارولاينا بعد تعرضها لإعصار ماثيو خلال الأيام الماضية وسقوط المئات من الضحايا ,0,,msa
23,24,بوتفليقة قالكم رايحين تعيشو في جنة,1,بوتفليقة قالكم رايحين تعيشو كي الملوك,magreb
667,668,المشكله في مصر في اهل العروسه تحس انك داخل لي تاجر جمله مش اهل واحده الا من رحم ربي,1,أهل العروسة فى مصر بيبالغوا فى المهور الا قليل منهم ,nile
487,488,تعيش عمرك كله تشتغل وف الاخر بتاخد حاجه عنب,1,مفيش فلوس ع اد التعب,nile
897,898,أتابع ما يحدث اليوم وسأعلق عليه خلال الساعات القادمة، وحزب مصر الحرية يصدر بيانا الآن,0,,msa
1690,1691,رجل تقتل ابنته ويسجن هو ورفاق دربه ثم يبتسم يوم القبض عليه انه الحق اصحابه دائمأ مطمئنون …,0,,msa
1971,1972,الشعوب لا تنهض بالكلام والظواهر الصوتية لم ولن تحدث فارقا يذكر عبر التاريخ!,0,,nile
1543,1544, منزين عيالنا عشان تصير مختلطه مب ناقصين حومة كبد .  ماذا لو المدارس مختلطه ,0,,gulf
207,208,دي موضه وقولنا عااادي بس بس تقفلوا البلكونه وتفتحوا البدروم ينفع ....,1,الموضة دلوقتى نغطي من فوق ونعري من تحت,nile
2516,2517,  القدس   في   خطر ,0,,msa
2040,2041,4 الشريعة وأحكامها كتبت بعد وفاة الرسول ولذلك غلط تربطها بشخصه مش خوف ولكن حرص على أن المعلومة تكون صح,0,,nile
1778,1779, وفضحت  حلب العرب والغرب  المتشدقين بحقوق الإنسان والحيوانحلب كشفت عور العرب  ولكن يقين بأن النصر لهم  حتما سننتصر ستبقى حلب ستنتصر حلب ,0,,levant
545,546,رياض محرز لبس لتايلور الحجاب الله على أخلاقك,1,رياض محرز مسلم وزجته لا تستر نفسها فى لبسها ,magreb
513,514,كل الى فات حماده وكل الى جاى حماده تانى خالص,1,الوضع الجديد مختلف عن الوضع القديم,nile
664,665,دى مفكره حاله ياما هنا ياما هناك🤣,1,مفكره نفسها حاجه وهى تافهه والا تسوى,nile
705,706,لي خاطيك اعييك,1,حاجة خاطية ليك اخطيها,magreb
1917,1918, تعا كرمالي ، تعا بالليالي، تعا بالصدفة، تعا بخيالي  اليسا 🎵. ,0,,levant
1928,1929,حق شهدائنا يضيع بشكل منظم نظامنا القضائي عاجز عن القصاص والجهات التشريعية والتنفيذية لم تدعمه، ومحاسبة كل من قصر في جمع الأدلة ضرورة,0,,msa
2976,2977,نيويورك تايمز: مشكلات تواجه بايدن فى شن هجمات الدرونز بسبب أفغانستان والصومال,0,,nile
641,642,كل الصرف ده وفي الاخر بقي ايه,1,يعني الراجل مكلف نفسه وجايب حاجات كتير وبردوا معفن منضفش,nile
522,523,جرى ايه بروح امك,1,جرى ايه ياض,nile
2462,2463,من لا يعرف قدر المستشار مكي وقضاة الاستقلال الأجلاء عليه ان يعود الى معركتهم العظيمة في عام 2005 ضد نظام مبارك ليعرف دورهم التاريخي للوطن,0,,msa
